x,y,p,phi_on_grid
0.583824,2.20659,0.829047,0.827791
0.583824,2.22295,0.833187,0.831956
0.583824,2.23933,0.837313,0.83611
0.583824,2.25574,0.841429,0.840253
0.583824,2.27217,0.84553,0.844384
0.583824,2.28862,0.849619,0.848504
0.583824,2.30509,0.853696,0.852613
0.583824,2.32159,0.85776,0.856711
0.583824,2.33811,0.861813,0.860798
0.583824,2.35466,0.865853,0.864873
0.583824,2.37122,0.869883,0.868938
0.583824,2.38781,0.873901,0.872992
0.583824,2.40443,0.877907,0.877035
0.583824,2.42106,0.881904,0.881067
0.583824,2.43772,0.885889,0.885089
0.583824,2.4544,0.889865,0.8891
0.583824,2.4711,0.893829,0.8931
0.583824,2.48783,0.897784,0.89709
0.583824,2.50458,0.90173,0.901069
0.583824,2.52135,0.905665,0.905038
0.583824,2.53814,0.909592,0.908996
0.583824,2.55496,0.913508,0.912944
0.583824,2.5718,0.917416,0.916882
0.583824,2.58866,0.921314,0.92081
0.583824,2.60555,0.925203,0.924727
0.583824,2.62245,0.929083,0.928634
0.583824,2.63938,0.932954,0.932532
0.583824,2.65633,0.936816,0.936419
0.583824,2.6733,0.940668,0.940296
0.583824,2.6903,0.944511,0.944163
0.583824,2.70732,0.948346,0.948021
0.583824,2.72436,0.952171,0.951869
0.583824,2.74142,0.955987,0.955706
0.583824,2.7585,0.959793,0.959535
0.583824,2.77561,0.963591,0.963353
0.583824,2.79274,0.96738,0.967162
0.583824,2.80989,0.971159,0.970961
0.583824,2.82706,0.974929,0.974751
0.583824,2.84426,0.978691,0.978532
0.583824,2.86148,0.982443,0.982303
0.583824,2.87871,0.986186,0.986064
0.583824,2.89598,0.98992,0.989816
0.583824,2.91326,0.993646,0.993559
0.583824,2.93056,0.997362,0.997293
0.583824,2.94789,1.00107,1.00102
0.583824,2.96524,1.00477,1.00473
0.583824,2.98261,1.00846,1.00844
0.583824,3.0,1.01214,1.01214
0.597458,2.15765,0.82958,0.82816
0.597458,2.17394,0.833803,0.832402
0.597458,2.19025,0.838011,0.836633
0.597458,2.20659,0.842206,0.840852
0.597458,2.22295,0.846387,0.84506
0.597458,2.23933,0.850554,0.849255
0.597458,2.25574,0.854707,0.853439
0.597458,2.27217,0.858847,0.857611
0.597458,2.28862,0.862975,0.861772
0.597458,2.30509,0.867089,0.865921
0.597458,2.32159,0.871191,0.870059
0.597458,2.33811,0.875281,0.874186
0.597458,2.35466,0.879358,0.878301
0.597458,2.37122,0.883424,0.882405
0.597458,2.38781,0.887478,0.886498
0.597458,2.40443,0.891522,0.89058
0.597458,2.42106,0.895555,0.894651
0.597458,2.43772,0.899577,0.898711
0.597458,2.4544,0.903588,0.90276
0.597458,2.4711,0.90759,0.906798
0.597458,2.48783,0.911581,0.910825
0.597458,2.50458,0.915562,0.914842
0.597458,2.52135,0.919534,0.918848
0.597458,2.53814,0.923496,0.922843
0.597458,2.55496,0.927448,0.926827
0.597458,2.5718,0.931392,0.930802
0.597458,2.58866,0.935325,0.934765
0.597458,2.60555,0.939249,0.938719
0.597458,2.62245,0.943164,0.942662
0.597458,2.63938,0.947069,0.946594
0.597458,2.65633,0.950964,0.950517
0.597458,2.6733,0.95485,0.954429
0.597458,2.6903,0.958727,0.958331
0.597458,2.70732,0.962594,0.962223
0.597458,2.72436,0.966452,0.966105
0.597458,2.74142,0.9703,0.969977
0.597458,2.7585,0.974139,0.973839
0.597458,2.77561,0.977968,0.977691
0.597458,2.79274,0.981788,0.981533
0.597458,2.80989,0.985598,0.985366
0.597458,2.82706,0.989399,0.989188
0.597458,2.84426,0.99319,0.993002
0.597458,2.86148,0.996972,0.996805
0.597458,2.87871,1.00074,1.0006
0.597458,2.89598,1.00451,1.00438
0.597458,2.91326,1.00826,1.00816
0.597458,2.93056,1.01201,1.01192
0.597458,2.94789,1.01574,1.01568
0.597458,2.96524,1.01947,1.01943
0.597458,2.98261,1.02318,1.02316
0.597458,3.0,1.02689,1.02689
0.611119,2.15765,0.842448,0.840954
0.611119,2.17394,0.846714,0.845239
0.611119,2.19025,0.850963,0.849511
0.611119,2.20659,0.855199,0.853771
0.611119,2.22295,0.859421,0.85802
0.611119,2.23933,0.863627,0.862256
0.611119,2.25574,0.867821,0.86648
0.611119,2.27217,0.872,0.870692
0.611119,2.28862,0.876166,0.874893
0.611119,2.30509,0.88032,0.879082
0.611119,2.32159,0.88446,0.883259
0.611119,2.33811,0.888588,0.887424
0.611119,2.35466,0.892704,0.891578
0.611119,2.37122,0.896809,0.895721
0.611119,2.38781,0.900903,0.899852
0.611119,2.40443,0.904984,0.903972
0.611119,2.42106,0.909056,0.90808
0.611119,2.43772,0.913117,0.912177
0.611119,2.4544,0.917167,0.916263
0.611119,2.4711,0.921207,0.920338
0.611119,2.48783,0.925236,0.924402
0.611119,2.50458,0.929256,0.928455
0.611119,2.52135,0.933264,0.932497
0.611119,2.53814,0.937264,0.936528
0.611119,2.55496,0.941253,0.940548
0.611119,2.5718,0.945232,0.944558
0.611119,2.58866,0.949201,0.948557
0.611119,2.60555,0.953161,0.952545
0.611119,2.62245,0.95711,0.956523
0.611119,2.63938,0.961049,0.96049
0.611119,2.65633,0.964978,0.964446
0.611119,2.6733,0.968897,0.968393
0.611119,2.6903,0.972806,0.972329
0.611119,2.70732,0.976705,0.976254
0.611119,2.72436,0.980594,0.980169
0.611119,2.74142,0.984472,0.984075
0.611119,2.7585,0.988341,0.987969
0.611119,2.77561,0.992199,0.991854
0.611119,2.79274,0.996047,0.995729
0.611119,2.80989,0.999886,0.999594
0.611119,2.82706,1.00371,1.00345
0.611119,2.84426,1.00753,1.00729
0.611119,2.86148,1.01134,1.01113
0.611119,2.87871,1.01514,1.01495
0.611119,2.89598,1.01893,1.01877
0.611119,2.91326,1.02271,1.02258
0.611119,2.93056,1.02648,1.02637
0.611119,2.94789,1.03024,1.03016
0.611119,2.96524,1.03399,1.03394
0.611119,2.98261,1.03773,1.0377
0.611119,3.0,1.04146,1.04146
0.624808,2.15765,0.855164,0.853613
0.624808,2.17394,0.85947,0.857938
0.624808,2.19025,0.863761,0.862251
0.624808,2.20659,0.868037,0.866552
0.624808,2.22295,0.872299,0.87084
0.624808,2.23933,0.876545,0.875115
0.624808,2.25574,0.880779,0.879379
0.624808,2.27217,0.884998,0.88363
0.624808,2.28862,0.889205,0.88787
0.624808,2.30509,0.893398,0.892097
0.624808,2.32159,0.897579,0.896312
0.624808,2.33811,0.901749,0.900516
0.624808,2.35466,0.905906,0.904708
0.624808,2.37122,0.910052,0.908888
0.624808,2.38781,0.914186,0.913056
0.624808,2.40443,0.91831,0.917213
0.624808,2.42106,0.922422,0.921358
0.624808,2.43772,0.926523,0.925491
0.624808,2.4544,0.930614,0.929614
0.624808,2.4711,0.934694,0.933725
0.624808,2.48783,0.938763,0.937824
0.624808,2.50458,0.942821,0.941912
0.624808,2.52135,0.946868,0.94599
0.624808,2.53814,0.950905,0.950056
0.624808,2.55496,0.954931,0.954111
0.624808,2.5718,0.958947,0.958155
0.624808,2.58866,0.962951,0.962188
0.624808,2.60555,0.966945,0.96621
0.624808,2.62245,0.970927,0.970222
0.624808,2.63938,0.974899,0.974223
0.624808,2.65633,0.97886,0.978213
0.624808,2.6733,0.98281,0.982192
0.624808,2.6903,0.98675,0.986161
0.624808,2.70732,0.990678,0.990119
0.624808,2.72436,0.994596,0.994067
0.624808,2.74142,0.998502,0.998004
0.624808,2.7585,1.0024,1.00193
0.624808,2.77561,1.00628,1.00585
0.624808,2.79274,1.01016,1.00975
0.624808,2.80989,1.01402,1.01365
0.624808,2.82706,1.01788,1.01754
0.624808,2.84426,1.02172,1.02141
0.624808,2.86148,1.02555,1.02528
0.624808,2.87871,1.02937,1.02914
0.624808,2.89598,1.03319,1.03298
0.624808,2.91326,1.03699,1.03682
0.624808,2.93056,1.04078,1.04064
0.624808,2.94789,1.04456,1.04446
0.624808,2.96524,1.04834,1.04827
0.624808,2.98261,1.0521,1.05207
0.624808,3.0,1.05585,1.05585
0.638525,2.15765,0.867726,0.866138
0.638525,2.17394,0.872073,0.870503
0.638525,2.19025,0.876404,0.874856
0.638525,2.20659,0.880719,0.879196
0.638525,2.22295,0.885022,0.883523
0.638525,2.23933,0.88931,0.887837
0.638525,2.25574,0.893584,0.892139
0.638525,2.27217,0.897845,0.896429
0.638525,2.28862,0.902094,0.900706
0.638525,2.30509,0.906331,0.904971
0.638525,2.32159,0.910554,0.909224
0.638525,2.33811,0.914766,0.913464
0.638525,2.35466,0.918967,0.917693
0.638525,2.37122,0.923156,0.921909
0.638525,2.38781,0.927333,0.926114
0.638525,2.40443,0.931498,0.930307
0.638525,2.42106,0.935653,0.934488
0.638525,2.43772,0.939796,0.938657
0.638525,2.4544,0.943927,0.942814
0.638525,2.4711,0.948047,0.94696
0.638525,2.48783,0.952155,0.951095
0.638525,2.50458,0.956251,0.955218
0.638525,2.52135,0.960336,0.959329
0.638525,2.53814,0.964409,0.96343
0.638525,2.55496,0.96847,0.967519
0.638525,2.5718,0.97252,0.971596
0.638525,2.58866,0.976558,0.975663
0.638525,2.60555,0.980584,0.979719
0.638525,2.62245,0.984599,0.983763
0.638525,2.63938,0.988602,0.987796
0.638525,2.65633,0.992593,0.991819
0.638525,2.6733,0.996572,0.995831
0.638525,2.6903,1.00054,0.999832
0.638525,2.70732,1.0045,1.00382
0.638525,2.72436,1.00844,1.0078
0.638525,2.74142,1.01237,1.01177
0.638525,2.7585,1.0163,1.01573
0.638525,2.77561,1.02021,1.01968
0.638525,2.79274,1.02411,1.02361
0.638525,2.80989,1.028,1.02754
0.638525,2.82706,1.03187,1.03146
0.638525,2.84426,1.03574,1.03536
0.638525,2.86148,1.03959,1.03926
0.638525,2.87871,1.04344,1.04315
0.638525,2.89598,1.04727,1.04702
0.638525,2.91326,1.0511,1.05089
0.638525,2.93056,1.05491,1.05474
0.638525,2.94789,1.05872,1.05859
0.638525,2.96524,1.06251,1.06243
0.638525,2.98261,1.06629,1.06625
0.638525,3.0,1.07007,1.07007
0.65227,0.0,0.0,0.0
0.65227,0.012321,0.00796365,0.00800451
0.65227,0.0246727,0.0158985,0.0159652
0.65227,0.0370551,0.0237772,0.0238824
0.65227,0.0494679,0.0316286,0.0317568
0.65227,0.0619113,0.0394205,0.0395888
0.65227,0.074385,0.0471761,0.0473787
0.65227,0.086889,0.0548949,0.0551272
0.65227,0.0994233,0.0625774,0.0628347
0.65227,0.111988,0.0702223,0.0705015
0.65227,0.124582,0.0778229,0.0781281
0.65227,0.137207,0.0853797,0.085715
0.65227,0.149861,0.0929064,0.0932626
0.65227,0.162546,0.100396,0.100771
0.65227,0.17526,0.107856,0.108241
0.65227,0.188004,0.115266,0.115673
0.65227,0.200777,0.122638,0.123068
0.65227,0.213581,0.129965,0.130425
0.65227,0.226413,0.137259,0.137745
0.65227,0.239276,0.144512,0.145028
0.65227,0.252167,0.151718,0.152275
0.65227,0.265088,0.15888,0.159487
0.65227,0.278038,0.166005,0.166663
0.65227,0.291018,0.173091,0.173804
0.65227,0.304026,0.180149,0.18091
0.65227,0.317064,0.187165,0.187981
0.65227,0.33013,0.194163,0.195019
0.65227,0.343226,0.201126,0.202023
0.65227,0.35635,0.208062,0.208993
0.65227,0.369504,0.21495,0.21593
0.65227,0.382686,0.221803,0.222835
0.65227,0.395896,0.228621,0.229707
0.65227,0.409136,0.235418,0.236547
0.65227,0.422404,0.242184,0.243355
0.65227,0.4357,0.248922,0.250131
0.65227,0.449025,0.255629,0.256876
0.65227,0.462378,0.262307,0.26359
0.65227,0.475759,0.268952,0.270274
0.65227,0.489169,0.275558,0.276927
0.65227,0.502607,0.28214,0.28355
0.65227,0.516073,0.288694,0.290143
0.65227,0.529568,0.295227,0.296707
0.65227,0.54309,0.30173,0.303241
0.65227,0.55664,0.30821,0.309746
0.65227,0.570218,0.31467,0.316223
0.65227,0.583824,0.321106,0.322671
0.65227,0.597458,0.327508,0.32909
0.65227,0.611119,0.333874,0.335482
0.65227,0.624808,0.340213,0.341846
0.65227,0.638525,0.346529,0.348182
0.666042,0.0,0.0,0.0
0.666042,0.012321,0.00813848,0.00817283
0.666042,0.0246727,0.0162362,0.0162995
0.666042,0.0370551,0.0242901,0.0243806
0.666042,0.0494679,0.0323025,0.0324166
0.666042,0.0619113,0.0402566,0.040408
0.666042,0.074385,0.0481798,0.0483553
0.666042,0.086889,0.0560475,0.056259
0.666042,0.0994233,0.0638982,0.0641197
0.666042,0.111988,0.0716885,0.0719377
0.666042,0.124582,0.0794484,0.0797137
0.666042,0.137207,0.0871529,0.0874479
0.666042,0.149861,0.0948271,0.0951409
0.666042,0.162546,0.102466,0.102793
0.666042,0.17526,0.110064,0.110405
0.666042,0.188004,0.117618,0.117977
0.666042,0.200777,0.125123,0.12551
0.666042,0.213581,0.132584,0.133003
0.666042,0.226413,0.140008,0.140458
0.666042,0.239276,0.147387,0.147875
0.666042,0.252167,0.15472,0.155253
0.666042,0.265088,0.162009,0.162595
0.666042,0.278038,0.169256,0.169899
0.666042,0.291018,0.176476,0.177166
0.666042,0.304026,0.183653,0.184398
0.666042,0.317064,0.190804,0.191593
0.666042,0.33013,0.197917,0.198753
0.666042,0.343226,0.205006,0.205878
0.666042,0.35635,0.212051,0.212967
0.666042,0.369504,0.219059,0.220023
0.666042,0.382686,0.22602,0.227044
0.666042,0.395896,0.232958,0.234031
0.666042,0.409136,0.239864,0.240985
0.666042,0.422404,0.246747,0.247905
0.666042,0.4357,0.253592,0.254793
0.666042,0.449025,0.260408,0.261648
0.666042,0.462378,0.267192,0.268471
0.666042,0.475759,0.273941,0.275262
0.666042,0.489169,0.280655,0.282021
0.666042,0.502607,0.287336,0.288749
0.666042,0.516073,0.293994,0.295447
0.666042,0.529568,0.300626,0.302113
0.666042,0.54309,0.30723,0.308749
0.666042,0.55664,0.313812,0.315355
0.666042,0.570218,0.32037,0.321931
0.666042,0.583824,0.326901,0.328477
0.666042,0.597458,0.333393,0.334994
0.666042,0.611119,0.339852,0.341482
0.666042,0.624808,0.346287,0.347941
0.666042,0.638525,0.352698,0.354371
0.679841,0.0,0.0,0.0
0.679841,0.012321,0.00831132,0.00834145
0.679841,0.0246727,0.0165783,0.0166344
0.679841,0.0370551,0.0248025,0.0248795
0.679841,0.0494679,0.0329763,0.0330772
0.679841,0.0619113,0.0411017,0.0412281
0.679841,0.074385,0.0491745,0.0493328
0.679841,0.086889,0.0572173,0.0573918
0.679841,0.0994233,0.0652065,0.0654056
0.679841,0.111988,0.0731708,0.0733748
0.679841,0.124582,0.0810667,0.0812998
0.679841,0.137207,0.0889336,0.0891812
0.679841,0.149861,0.0967484,0.0970195
0.679841,0.162546,0.104534,0.104815
0.679841,0.17526,0.112274,0.112568
0.679841,0.188004,0.119966,0.12028
0.679841,0.200777,0.127603,0.12795
0.679841,0.213581,0.135199,0.13558
0.679841,0.226413,0.142748,0.143169
0.679841,0.239276,0.150256,0.150718
0.679841,0.252167,0.157717,0.158228
0.679841,0.265088,0.165129,0.165699
0.679841,0.278038,0.172512,0.173131
0.679841,0.291018,0.179851,0.180525
0.679841,0.304026,0.187165,0.187881
0.679841,0.317064,0.194432,0.195199
0.679841,0.33013,0.201672,0.20248
0.679841,0.343226,0.208872,0.209725
0.679841,0.35635,0.216037,0.216934
0.679841,0.369504,0.223154,0.224106
0.679841,0.382686,0.230236,0.231243
0.679841,0.395896,0.237282,0.238345
0.679841,0.409136,0.244309,0.245411
0.679841,0.422404,0.251298,0.252444
0.679841,0.4357,0.258254,0.259442
0.679841,0.449025,0.265175,0.266406
0.679841,0.462378,0.272065,0.273337
0.679841,0.475759,0.27892,0.280235
0.679841,0.489169,0.285736,0.2871
0.679841,0.502607,0.29252,0.293932
0.679841,0.516073,0.299278,0.300732
0.679841,0.529568,0.306011,0.307501
0.679841,0.54309,0.312718,0.314237
0.679841,0.55664,0.319397,0.320943
0.679841,0.570218,0.326052,0.327617
0.679841,0.583824,0.332673,0.334261
0.679841,0.597458,0.339259,0.340874
0.679841,0.611119,0.345814,0.347457
0.679841,0.624808,0.352345,0.354011
0.679841,0.638525,0.358847,0.360534
0.693668,0.0,0.0,0.0
0.693668,0.012321,0.00848559,0.00851038
0.693668,0.0246727,0.0169193,0.0169699
0.693668,0.0370551,0.0253191,0.0253791
0.693668,0.0494679,0.0336493,0.0337387
0.693668,0.0619113,0.0419486,0.0420492
0.693668,0.074385,0.0501754,0.0503113
0.693668,0.086889,0.0583797,0.0585256
0.693668,0.0994233,0.06653,0.0666925
0.693668,0.111988,0.0746408,0.0748127
0.693668,0.124582,0.082698,0.0828866
0.693668,0.137207,0.0907076,0.090915
0.693668,0.149861,0.0986717,0.0988982
0.693668,0.162546,0.106602,0.106837
0.693668,0.17526,0.114479,0.114731
0.693668,0.188004,0.122308,0.122582
0.693668,0.200777,0.130079,0.13039
0.693668,0.213581,0.137803,0.138155
0.693668,0.226413,0.145482,0.145878
0.693668,0.239276,0.15312,0.15356
0.693668,0.252167,0.160703,0.1612
0.693668,0.265088,0.168255,0.1688
0.693668,0.278038,0.175754,0.176359
0.693668,0.291018,0.183235,0.183878
0.693668,0.304026,0.190662,0.191358
0.693668,0.317064,0.198061,0.198799
0.693668,0.33013,0.205412,0.206201
0.693668,0.343226,0.212733,0.213566
0.693668,0.35635,0.220009,0.220892
0.693668,0.369504,0.227245,0.228181
0.693668,0.382686,0.234439,0.235433
0.693668,0.395896,0.241604,0.242648
0.693668,0.409136,0.248738,0.249828
0.693668,0.422404,0.25584,0.256971
0.693668,0.4357,0.262901,0.264079
0.693668,0.449025,0.269929,0.271152
0.693668,0.462378,0.276925,0.27819
0.693668,0.475759,0.283884,0.285193
0.693668,0.489169,0.290803,0.292163
0.693668,0.502607,0.297689,0.299098
0.693668,0.516073,0.304546,0.306001
0.693668,0.529568,0.311383,0.31287
0.693668,0.54309,0.318187,0.319707
0.693668,0.55664,0.324965,0.326511
0.693668,0.570218,0.33171,0.333283
0.693668,0.583824,0.338425,0.340023
0.693668,0.597458,0.345107,0.346732
0.693668,0.611119,0.351758,0.353409
0.693668,0.624808,0.358381,0.360056
0.693668,0.638525,0.364967,0.366672
0.707522,0.0,0.0,0.0
0.707522,0.012321,0.00865843,0.00867962
0.707522,0.0246727,0.017266,0.0173059
0.707522,0.0370551,0.0258275,0.0258795
0.707522,0.0494679,0.0343361,0.0344011
0.707522,0.0619113,0.0427833,0.0428713
0.707522,0.074385,0.0511884,0.0512908
0.707522,0.086889,0.059538,0.0596603
0.707522,0.0994233,0.0678546,0.0679802
0.707522,0.111988,0.0761139,0.0762513
0.707522,0.124582,0.0843277,0.0844741
0.707522,0.137207,0.0924788,0.0926492
0.707522,0.149861,0.100598,0.100777
0.707522,0.162546,0.108658,0.108859
0.707522,0.17526,0.116684,0.116894
0.707522,0.188004,0.12464,0.124884
0.707522,0.200777,0.132548,0.132829
0.707522,0.213581,0.140399,0.140729
0.707522,0.226413,0.14821,0.148586
0.707522,0.239276,0.155971,0.156399
0.707522,0.252167,0.163695,0.164169
0.707522,0.265088,0.171362,0.171897
0.707522,0.278038,0.179007,0.179583
0.707522,0.291018,0.1866,0.187227
0.707522,0.304026,0.194164,0.194831
0.707522,0.317064,0.201672,0.202393
0.707522,0.33013,0.209146,0.209916
0.707522,0.343226,0.216578,0.217399
0.707522,0.35635,0.223973,0.224843
0.707522,0.369504,0.231324,0.232247
0.707522,0.382686,0.238634,0.239614
0.707522,0.395896,0.245911,0.246942
0.707522,0.409136,0.253156,0.254233
0.707522,0.422404,0.260364,0.261487
0.707522,0.4357,0.267533,0.268703
0.707522,0.449025,0.274668,0.275884
0.707522,0.462378,0.281769,0.283028
0.707522,0.475759,0.28883,0.290137
0.707522,0.489169,0.295852,0.29721
0.707522,0.502607,0.302836,0.304248
0.707522,0.516073,0.3098,0.311252
0.707522,0.529568,0.316733,0.318221
0.707522,0.54309,0.323637,0.325157
0.707522,0.55664,0.330504,0.332059
0.707522,0.570218,0.337344,0.338928
0.707522,0.583824,0.344155,0.345763
0.707522,0.597458,0.350934,0.352567
0.707522,0.611119,0.357677,0.359338
0.707522,0.624808,0.364386,0.366076
0.707522,0.638525,0.371058,0.372784
0.721403,0.0,0.0,0.0
0.721403,0.012321,0.0088278,0.00884916
0.721403,0.0246727,0.0176185,0.0176424
0.721403,0.0370551,0.0263351,0.0263806
0.721403,0.0494679,0.0350222,0.0350643
0.721403,0.0619113,0.0436255,0.0436943
0.721403,0.074385,0.0521972,0.0522713
0.721403,0.086889,0.0607019,0.0607959
0.721403,0.0994233,0.0691797,0.0692688
0.721403,0.111988,0.0775884,0.0776907
0.721403,0.124582,0.085955,0.0860621
0.721403,0.137207,0.0942555,0.0943837
0.721403,0.149861,0.102512,0.102656
0.721403,0.162546,0.110721,0.11088
0.721403,0.17526,0.118875,0.119056
0.721403,0.188004,0.126971,0.127184
0.721403,0.200777,0.135006,0.135266
0.721403,0.213581,0.142989,0.143301
0.721403,0.226413,0.15093,0.151291
0.721403,0.239276,0.158826,0.159236
0.721403,0.252167,0.166674,0.167135
0.721403,0.265088,0.174482,0.174991
0.721403,0.278038,0.182244,0.182803
0.721403,0.291018,0.189972,0.190572
0.721403,0.304026,0.197648,0.198298
0.721403,0.317064,0.20528,0.205982
0.721403,0.33013,0.212867,0.213624
0.721403,0.343226,0.220417,0.221225
0.721403,0.35635,0.227929,0.228785
0.721403,0.369504,0.235395,0.236305
0.721403,0.382686,0.242821,0.243786
0.721403,0.395896,0.250207,0.251226
0.721403,0.409136,0.257563,0.258628
0.721403,0.422404,0.264876,0.265991
0.721403,0.4357,0.272154,0.273316
0.721403,0.449025,0.279393,0.280603
0.721403,0.462378,0.286598,0.287853
0.721403,0.475759,0.293763,0.295066
0.721403,0.489169,0.300884,0.302242
0.721403,0.502607,0.307974,0.309382
0.721403,0.516073,0.315033,0.316486
0.721403,0.529568,0.322068,0.323555
0.721403,0.54309,0.329062,0.330588
0.721403,0.55664,0.336025,0.337587
0.721403,0.570218,0.34296,0.344552
0.721403,0.583824,0.349869,0.351482
0.721403,0.597458,0.356741,0.358379
0.721403,0.611119,0.363571,0.365242
0.721403,0.624808,0.370365,0.372073
0.721403,0.638525,0.377127,0.378871
0.735312,0.0,0.0,0.0
0.735312,0.012321,0.00900641,0.009019
0.735312,0.0246727,0.0179585,0.0179796
0.735312,0.0370551,0.0268579,0.0268824
0.735312,0.0494679,0.0356995,0.0357284
0.735312,0.0619113,0.0444778,0.0445183
0.735312,0.074385,0.0532015,0.0532527
0.735312,0.086889,0.0618761,0.0619325
0.735312,0.0994233,0.0704973,0.0705583
0.735312,0.111988,0.0790733,0.0791308
0.735312,0.124582,0.0875766,0.0876507
0.735312,0.137207,0.0960328,0.0961187
0.735312,0.149861,0.104426,0.104535
0.735312,0.162546,0.112776,0.112902
0.735312,0.17526,0.121066,0.121218
0.735312,0.188004,0.129294,0.129484
0.735312,0.200777,0.137462,0.137702
0.735312,0.213581,0.145576,0.145872
0.735312,0.226413,0.153651,0.153994
0.735312,0.239276,0.161676,0.16207
0.735312,0.252167,0.169662,0.170098
0.735312,0.265088,0.177593,0.178081
0.735312,0.278038,0.185489,0.186019
0.735312,0.291018,0.193333,0.193911
0.735312,0.304026,0.201132,0.20176
0.735312,0.317064,0.208878,0.209564
0.735312,0.33013,0.216584,0.217326
0.735312,0.343226,0.224253,0.225044
0.735312,0.35635,0.231881,0.23272
0.735312,0.369504,0.239465,0.240355
0.735312,0.382686,0.246999,0.247948
0.735312,0.395896,0.254498,0.2555
0.735312,0.409136,0.261957,0.263012
0.735312,0.422404,0.269383,0.270484
0.735312,0.4357,0.276764,0.277916
0.735312,0.449025,0.28411,0.285309
0.735312,0.462378,0.291418,0.292664
0.735312,0.475759,0.298683,0.29998
0.735312,0.489169,0.305909,0.307258
0.735312,0.502607,0.313097,0.314499
0.735312,0.516073,0.320258,0.321703
0.735312,0.529568,0.327383,0.32887
0.735312,0.54309,0.334473,0.336001
0.735312,0.55664,0.341531,0.343096
0.735312,0.570218,0.348565,0.350155
0.735312,0.583824,0.355568,0.35718
0.735312,0.597458,0.362527,0.364169
0.735312,0.611119,0.369444,0.371124
0.735312,0.624808,0.376328,0.378045
0.735312,0.638525,0.383181,0.384933
0.749248,0.0,0.0,0.0
0.749248,0.012321,0.00918456,0.00918915
0.749248,0.0246727,0.0183,0.0183172
0.749248,0.0370551,0.0273836,0.027385
0.749248,0.0494679,0.0363745,0.0363934
0.749248,0.0619113,0.0453363,0.0453431
0.749248,0.074385,0.054204,0.0542351
0.749248,0.086889,0.0630517,0.06307
0.749248,0.0994233,0.0718181,0.0718486
0.749248,0.111988,0.0805538,0.0805717
0.749248,0.124582,0.0891995,0.0892399
0.749248,0.137207,0.0978066,0.0978541
0.749248,0.149861,0.106333,0.106415
0.749248,0.162546,0.114829,0.114923
0.749248,0.17526,0.123245,0.123379
0.749248,0.188004,0.131617,0.131784
0.749248,0.200777,0.139907,0.140137
0.749248,0.213581,0.148167,0.148441
0.749248,0.226413,0.156363,0.156696
0.749248,0.239276,0.164536,0.164901
0.749248,0.252167,0.172639,0.173058
0.749248,0.265088,0.180711,0.181168
0.749248,0.278038,0.188719,0.189231
0.749248,0.291018,0.196693,0.197247
0.749248,0.304026,0.204603,0.205217
0.749248,0.317064,0.212473,0.213141
0.749248,0.33013,0.220294,0.221021
0.749248,0.343226,0.228083,0.228856
0.749248,0.35635,0.235827,0.236648
0.749248,0.369504,0.243523,0.244396
0.749248,0.382686,0.25117,0.252101
0.749248,0.395896,0.258774,0.259764
0.749248,0.409136,0.266347,0.267385
0.749248,0.422404,0.273875,0.274965
0.749248,0.4357,0.281365,0.282504
0.749248,0.449025,0.288813,0.290002
0.749248,0.462378,0.296224,0.297461
0.749248,0.475759,0.303594,0.30488
0.749248,0.489169,0.310919,0.312259
0.749248,0.502607,0.318207,0.3196
0.749248,0.516073,0.325461,0.326903
0.749248,0.529568,0.332682,0.334168
0.749248,0.54309,0.339868,0.341395
0.749248,0.55664,0.347024,0.348585
0.749248,0.570218,0.354153,0.355739
0.749248,0.583824,0.361245,0.362856
0.749248,0.597458,0.368291,0.369937
0.749248,0.611119,0.375298,0.376983
0.749248,0.624808,0.382272,0.383994
0.749248,0.638525,0.389213,0.39097
0.763211,0.0,0.0,0.0
0.763211,0.012321,0.00935653,0.0093596
0.763211,0.0246727,0.0186544,0.0186554
0.763211,0.0370551,0.0278945,0.0278883
0.763211,0.0494679,0.0370681,0.0370592
0.763211,0.0619113,0.0461784,0.046169
0.763211,0.074385,0.0552239,0.0552184
0.763211,0.086889,0.0642116,0.0642084
0.763211,0.0994233,0.0731537,0.0731398
0.763211,0.111988,0.082016,0.0820133
0.763211,0.124582,0.090836,0.0908297
0.763211,0.137207,0.0995573,0.0995898
0.763211,0.149861,0.108253,0.108294
0.763211,0.162546,0.116858,0.116944
0.763211,0.17526,0.125434,0.12554
0.763211,0.188004,0.133917,0.134082
0.763211,0.200777,0.142365,0.142571
0.763211,0.213581,0.150739,0.151009
0.763211,0.226413,0.15909,0.159395
0.763211,0.239276,0.167378,0.16773
0.763211,0.252167,0.175626,0.176016
0.763211,0.265088,0.183812,0.184251
0.763211,0.278038,0.191951,0.192438
0.763211,0.291018,0.200036,0.200577
0.763211,0.304026,0.208073,0.208668
0.763211,0.317064,0.216056,0.216712
0.763211,0.33013,0.224002,0.22471
0.763211,0.343226,0.231904,0.232661
0.763211,0.35635,0.239766,0.240567
0.763211,0.369504,0.247571,0.248428
0.763211,0.382686,0.255327,0.256245
0.763211,0.395896,0.263043,0.264019
0.763211,0.409136,0.270719,0.271748
0.763211,0.422404,0.278358,0.279435
0.763211,0.4357,0.28595,0.28708
0.763211,0.449025,0.293503,0.294683
0.763211,0.462378,0.301016,0.302244
